,index,Original_term,term,component,n,E,P,A,E_std,P_std,A_std
3846,3847,stage_dancer,stage dancer,identity,1,1.04,-0.23,1.41,0.13,0.13,0.13
3847,3848,stalker,stalker,identity,2,-2.07,-0.11,-0.05,0.25,0.17,0.15
3848,3849,stall,stalls,behavior,9,-1.25,0.16,0.63,0.17,0.11,0.13
3849,3850,stammer_at,stammers at,behavior,11,-1.19,-0.31,0.53,0.17,0.13,0.11
3850,3851,stamping_ones_feet,stamps ones feet,behavior,1,-0.28,1.01,0.57,0.19,0.08,0.12
3851,3852,standing,stands,behavior,1,1.01,1.05,0.57,0.19,0.1,0.13
3852,3853,star,star,identity,13,1.9,2.44,0.87,0.16,0.15,0.14
3853,3854,stare_at,stares at,behavior,12,-0.58,0.45,-1.37,0.2,0.09,0.19
3854,3855,stare_down,stares down,behavior,11,-1.02,1.34,-1.26,0.24,0.08,0.17
3855,3856,staring,stares,behavior,1,-0.4,0.52,-0.89,0.2,0.09,0.16
3856,3857,starlet,starlet,identity,5,0.64,0.21,1.55,0.15,0.13,0.14
3857,3858,starting_diplomatic_relations,stars diplomatic relations,behavior,1,1.08,1.73,0.73,0.19,0.09,0.11
3858,3859,startle,startles,behavior,12,-1.31,0.96,1.29,0.18,0.08,0.11
3859,3860,state_something_to,states something to,behavior,1,1.27,0.97,0.14,0.17,0.09,0.11
3860,3861,state_trooper,state trooper,identity,12,0.42,1.15,1.22,0.13,0.17,0.1
3861,3862,statements_of_indifference,statements of indifference,behavior,1,-0.4,0.61,0.97,0.25,0.1,0.11
3862,3863,statesman,statesman,identity,2,1.52,2.52,0.94,0.13,0.15,0.11
3863,3864,station_master,station master,identity,1,0.99,1.04,0.2,0.15,0.14,0.19
3864,3865,statistician,statistician,identity,12,0.87,0.55,-0.74,0.15,0.15,0.12
3865,3866,steadfast,steadfast,modifier,8,1.91,2.01,-0.25,0.2,0.13,0.12
3866,3867,steady,steady,identity,5,1.48,1.17,0.12,0.24,0.24,0.13
3867,3868,steal_from,steals from,behavior,16,-2.83,0.45,-0.02,0.28,0.09,0.13
3868,3869,steel_mill_worker,steel mill worker,identity,1,0.69,-0.1,0.73,0.12,0.12,0.09
3869,3870,steel_worker,steel worker,identity,8,0.84,0.5,0.94,0.12,0.16,0.09
3870,3871,stenographer,stenographer,identity,13,0.71,0.05,-0.38,0.13,0.12,0.11
3871,3872,stepbrother,stepbrother,identity,14,0.49,0.16,0.44,0.13,0.11,0.09
3872,3873,stepchild,stepchild,identity,12,0.13,-0.36,0.2,0.14,0.12,0.09
3873,3874,stepdaughter,stepdaughter,identity,13,0.75,0.01,0.45,0.14,0.11,0.07
3874,3875,stepfather,stepfather,identity,19,0.67,1.11,0.21,0.18,0.12,0.09
3875,3876,stepmother,stepmother,identity,18,-0.2,0.27,0.44,0.19,0.13,0.11
3876,3877,stepparent,stepparent,identity,8,-0.16,-0.17,-0.09,0.14,0.14,0.09
3877,3878,stepsister,stepsister,identity,14,0.46,0.04,0.35,0.13,0.12,0.1
3878,3879,stepson,stepson,identity,14,0.79,0.31,0.34,0.14,0.16,0.11
3879,3880,stewardess,stewardess,identity,6,1.65,0.97,0.51,0.13,0.15,0.15
3880,3881,stimulate,stimulates,behavior,2,2.06,2.16,0.7,0.22,0.11,0.11
3881,3882,stingy,stingy,modifier,15,-1.95,-0.18,-0.04,0.22,0.13,0.13
3882,3883,stir,stirs,behavior,1,0.09,1.2,1.47,0.19,0.08,0.09
3883,3884,stock_exchanger,stock exchanger,identity,1,0.06,0.65,0.1,0.16,0.14,0.11
3884,3885,stockbroker,stockbroker,identity,8,0.28,1.8,1.41,0.16,0.12,0.1
3885,3886,stockholder,stockholder,identity,11,0.63,0.73,0.35,0.12,0.14,0.12
3886,3887,stone_cutter,stone cutter,identity,2,-0.22,0.32,-0.18,0.24,0.14,0.12
3887,3888,stoned,stoned,modifier,9,-1.58,-0.25,0.12,0.29,0.15,0.14
3888,3889,stonehearted,stonehearted,modifier,1,-1.09,0.15,-0.77,0.24,0.14,0.15
3889,3890,stoner,stoner,identity,1,-1.83,-1.22,0.41,0.18,0.16,0.13
3890,3891,stony_hearted,stony hearted,modifier,1,-0.93,0.34,-0.94,0.25,0.16,0.18
3891,3892,stool_pigeon,stool pigeon,identity,8,-0.3,-1.87,-0.52,0.18,0.2,0.12
3892,3893,stop,stops,behavior,17,0.43,1.9,1.11,0.21,0.11,0.1
3893,3894,stop_dealing_with,stops dealing with,behavior,1,0.76,1.69,0.55,0.21,0.11,0.11
3894,3895,store_owner,store owner,identity,1,0.97,0.8,0.59,0.12,0.12,0.14
3895,3896,storyteller,storyteller,identity,11,2.1,1.5,0.36,0.14,0.13,0.1
3896,3897,straggler,straggler,identity,1,-1.03,-0.9,0.08,0.2,0.15,0.12
3897,3898,straight,straight,identity,3,0.35,0.41,0.09,0.16,0.22,0.11
3898,3899,straighten_up,straightens up,behavior,1,0.55,1.43,-0.3,0.18,0.07,0.11
3899,3900,straightforward,straightforward,modifier,6,1.62,1.14,-0.53,0.2,0.14,0.12
3900,3901,strange,strange,modifier,11,-0.99,-0.24,0.13,0.26,0.17,0.16
3901,3902,stranger,stranger,identity,19,-0.12,-0.19,-0.29,0.16,0.14,0.11
3902,3903,strangle,strangles,behavior,18,-3.11,1.88,1,0.32,0.11,0.12
3903,3904,strangler,strangler,identity,1,-3.45,0.85,0.31,0.35,0.18,0.13
3904,3905,street_cleaner,street cleaner,identity,1,0.44,-1.02,0.27,0.14,0.14,0.12
3905,3906,street_musician,street musician,identity,10,1.02,-0.57,1.73,0.15,0.15,0.12
3906,3907,street_preacher,street preacher,identity,6,-0.38,-0.48,1.97,0.17,0.14,0.14
3907,3908,street_vendor,street vendor,identity,2,0.34,-1.01,0.99,0.17,0.18,0.1
3908,3909,streetwalker,streetwalker,identity,11,-0.14,-1.11,0.48,0.2,0.18,0.13
3909,3910,stretching,stretches,behavior,1,0.2,0.93,-0.2,0.22,0.08,0.1
3910,3911,strict,strict,modifier,17,-0.21,1.27,-0.44,0.34,0.18,0.16
3911,3912,strike_breaker,strike breaker,identity,7,-2.06,0.65,0.98,0.22,0.13,0.13
3912,3913,strike_leader,strike leader,identity,6,0.47,1.93,1.81,0.17,0.14,0.12
3913,3914,striker,striker,identity,1,-0.28,0.79,1.88,0.25,0.15,0.15
3914,3915,strip,strips,behavior,15,-1.01,1.33,0.83,0.24,0.09,0.1
3915,3916,stripper,stripper,identity,11,-0.89,-1.18,1.22,0.18,0.15,0.12
3916,3917,stroke,strokes,behavior,15,1.23,0.7,-0.8,0.25,0.1,0.21
3917,3918,strong,strong,modifier,11,2.41,2.83,1.01,0.23,0.17,0.14
3918,3919,strong_willed,strong willed,modifier,8,2.06,2.69,1.15,0.21,0.18,0.12
3919,3920,stubborn,stubborn,modifier,17,-1.25,-0.01,0.41,0.22,0.14,0.13
3920,3921,stud,stud,identity,6,0.71,0.14,-0.03,0.25,0.16,0.15
3921,3922,student,student,identity,18,1.71,0.34,0.24,0.15,0.16,0.11
3922,3923,student_enrolled,student enrolled,identity,1,1.66,0.02,-0.02,0.15,0.19,0.16
3923,3924,student_enrollee,student enrollee,identity,1,1.44,0.01,0.02,0.18,0.12,0.15
3924,3925,student_female,student female,identity,2,1.64,0.09,0.43,0.2,0.13,0.09
3925,3926,student_honors,student honors,identity,1,1.69,0.38,0.29,0.13,0.13,0.11
3926,3927,student_jr._high,student jr. high,identity,1,1.51,0.01,0.9,0.2,0.19,0.18
3927,3928,student_jr.college,student jr.college,identity,1,1.67,0.31,0.98,0.15,0.13,0.11
3928,3929,student_leader,student leader,identity,2,1.68,1.6,0.99,0.18,0.18,0.11
3929,3930,student_male,student male,identity,2,1.31,0.35,0.5,0.24,0.13,0.09
3930,3931,student_nursery_school,student nursery school,identity,1,1.99,0.09,0.43,0.18,0.14,0.09
3931,3932,student_returnee,student returnee,identity,1,1.33,-0.07,-0.05,0.2,0.16,0.11
3932,3933,student_suspended,student suspended,identity,1,1.27,0.03,-0.05,0.27,0.18,0.19
3933,3934,student_teacher,student teacher,identity,7,1.81,0.18,0.45,0.17,0.15,0.09
3934,3935,student_vocational_hs,student vocational hs,identity,1,1.52,0.33,0.26,0.2,0.12,0.09
3935,3936,studious,studious,modifier,11,2.95,2.16,-1.54,0.23,0.15,0.16
3936,3937,study,studies,behavior,13,1.07,1.05,-1.22,0.18,0.1,0.17
3937,3938,stuffed_shirt,stuffed shirt,identity,6,-0.45,-0.89,0.5,0.18,0.25,0.13
3938,3939,stun,stuns,behavior,10,-0.08,1.93,1.57,0.2,0.08,0.09
3939,3940,stunned,stunned,modifier,10,-0.35,0.02,0.09,0.25,0.16,0.11
3940,3941,stupefy,stupefies,behavior,1,-0.89,1.01,0.74,0.22,0.08,0.1
3941,3942,stupid,stupid,modifier,13,-1.94,-1.52,0.75,0.22,0.19,0.17
3942,3943,stutter_at,stutters at,behavior,1,-1.33,-0.11,0.94,0.17,0.13,0.11
3943,3944,stymie,stymies,behavior,10,-0.56,0.75,0.25,0.16,0.07,0.1
3944,3945,suave,suave,modifier,4,1.62,1.22,-0.38,0.2,0.13,0.14
3945,3946,subdue,subdues,behavior,17,-1.26,1.8,0.39,0.22,0.09,0.11
3946,3947,subdued,subdued,modifier,10,-1.17,-0.87,-1.05,0.19,0.17,0.15
3947,3948,subjugate,subjugates,behavior,3,-1.93,1.54,0.16,0.25,0.09,0.11
3948,3949,submissive,submissive,modifier,15,-1.15,-1.6,-1.81,0.18,0.16,0.17
3949,3950,submit_to,submits to,behavior,17,-0.87,-0.86,-1.08,0.15,0.22,0.19
3950,3951,subordinate,subordinates,behavior,1,-1.33,0.49,-0.3,0.2,0.08,0.11
3951,3952,subordinate,subordinate,identity,18,-0.33,-0.61,0,0.19,0.19,0.11
3952,3953,subversive,subversive,identity,2,-1.42,0.06,0.9,0.24,0.17,0.14
3953,3954,successful,successful,modifier,11,3.05,2.96,0.87,0.24,0.17,0.12
3954,3955,successful_candidate,successful candidate,identity,1,0.88,0.89,0.73,0.14,0.14,0.13
3955,3956,succor,succors,behavior,1,-0.08,0.98,-0.16,0.23,0.09,0.11
3956,3957,suck_up_to,sucks up to,behavior,12,-1.37,-1.11,0.44,0.18,0.24,0.13
3957,3958,sucker,sucker,identity,9,-1.55,-2.04,-0.43,0.21,0.19,0.14
3958,3959,sue,sues,behavior,16,-0.72,1.54,0.82,0.2,0.07,0.1
3959,3960,sufferer,sufferer,identity,1,-0.55,-0.78,-0.78,0.2,0.16,0.19
3960,3961,suffocate,suffocates,behavior,1,-2.48,1.68,0.39,0.27,0.11,0.1
3961,3962,sugardaddy,sugardaddy,identity,1,-0.8,-1.15,0.44,0.2,0.16,0.1
3962,3963,suggest_something_to,suggests something to,behavior,11,1.38,1.37,0.36,0.15,0.08,0.09
3963,3964,suggest_to,suggests to,behavior,3,1.68,1.33,0.24,0.16,0.08,0.1
3964,3965,suggestible,suggestible,modifier,1,0,0.07,-0.01,0.23,0.2,0.16
3965,3966,suicidal,suicidal,modifier,14,-3.21,-1.49,-2.06,0.3,0.19,0.22
3966,3967,suitor,suitor,identity,1,0.38,1.6,0.73,0.19,0.17,0.14
3967,3968,summon,summons,behavior,10,0.28,1.81,0.48,0.19,0.08,0.1
3968,3969,sumo_grand_champion,sumo grand champion,identity,1,0.65,1.22,1.29,0.18,0.21,0.14
3969,3970,superior,superior,identity,20,0.67,2.55,1.07,0.19,0.19,0.1
3970,3971,superordinate,superordinate,identity,11,-1.3,0.24,0.84,0.39,0.24,0.18
3971,3972,superstar,superstar,identity,8,0.78,1.7,2.23,0.16,0.22,0.16
3972,3973,superstitious,superstitious,modifier,11,-0.82,-0.77,-0.31,0.18,0.14,0.11
3973,3974,supervise,supervises,behavior,16,1.21,2.15,-0.29,0.21,0.1,0.12
3974,3975,supervisor,supervisor,identity,16,1.36,2.31,0.59,0.14,0.18,0.14
3975,3976,supply,supplies,behavior,1,1.7,1.9,0.16,0.19,0.11,0.1
3976,3977,support,supports,behavior,15,2.95,2.57,0.22,0.24,0.11,0.09
3977,3978,supporter,supporter,identity,13,2.57,2.18,1.11,0.18,0.16,0.11
3978,3979,supreme_court_justice,supreme court justice,identity,3,1.05,2.78,0.44,0.13,0.18,0.15
3979,3980,surf_the_web,surfs the web,behavior,1,-0.06,0.77,1.13,0.28,0.12,0.12
3980,3981,surgeon,surgeon,identity,19,2.65,2.7,-0.23,0.16,0.17,0.14
3981,3982,surprise,surprises,behavior,19,1.94,1.99,1.63,0.21,0.1,0.11
3982,3983,surprised,surprised,modifier,13,1.23,0.9,1.11,0.2,0.14,0.14
3983,3984,surrender_to,surrenders to,behavior,1,0.51,0.89,-0.94,0.21,0.11,0.16
3984,3985,surveyor,surveyor,identity,1,1.48,0.78,-0.76,0.14,0.19,0.13
3985,3986,survivor,survivor,identity,12,2.79,2.69,0.63,0.17,0.18,0.12
3986,3987,suspect,suspects,behavior,13,-0.57,0.62,-0.56,0.18,0.08,0.11
3987,3988,suspect,suspect,identity,20,-1.4,-0.55,0.02,0.2,0.18,0.11
3988,3989,suspended_student,suspended student,identity,1,0.94,-0.23,-0.32,0.22,0.19,0.17
3989,3990,suspicious,suspicious,modifier,15,-0.79,0.1,-0.85,0.19,0.13,0.12
3990,3991,swaggerer,swaggerer,identity,1,-0.65,-0.11,0.49,0.2,0.14,0.13
3991,3992,swallowing,swallows,behavior,1,-1.33,1.48,0.31,0.25,0.09,0.15
3992,3993,swede,swede,identity,2,0.05,0.29,0.17,0.15,0.18,0.08
3993,3994,sweeping_afloor,sweeps afloor,behavior,1,-0.63,1.51,1.45,0.23,0.09,0.1
3994,3995,sweet_talk,sweet talks,behavior,9,1.11,1.8,0.35,0.19,0.08,0.1
3995,3996,sweetheart,sweetheart,identity,16,2.68,1.49,0.12,0.16,0.13,0.1
3996,3997,sweetheartf,sweetheartf,identity,2,1.14,0.67,0.17,0.23,0.2,0.18
3997,3998,sweetheartm,sweetheartm,identity,2,0.94,0.21,-0.34,0.17,0.15,0.12
3998,3999,swindle,swindles,behavior,13,-2.62,1.1,0.83,0.21,0.07,0.09
3999,4000,swindler,swindler,identity,1,-1.99,0.46,0.32,0.23,0.15,0.12
4000,4001,swinger,swinger,identity,7,-0.48,-0.76,0.77,0.17,0.14,0.13
4001,4002,swiss,swiss,identity,2,1.01,0.2,0,0.12,0.12,0.13
4002,4003,switchboard_operator,switchboard operator,identity,6,0.79,0.41,0.65,0.13,0.12,0.09
4003,4004,sympathetic,sympathetic,modifier,15,2.74,1.99,-1.06,0.21,0.14,0.14
4004,4005,sympathize_with,sympathizes with,behavior,13,2.59,2.01,-0.69,0.2,0.08,0.12
4005,4006,syrian,syrian,identity,2,-0.09,-0.24,-0.02,0.17,0.13,0.1
4006,4007,systems_engineer,systems engineer,identity,7,1.36,1.35,-0.11,0.12,0.12,0.1
4007,4008,taciturn,taciturn,modifier,8,-0.24,-0.35,-1.23,0.18,0.14,0.13
4008,4009,tackle,tackles,behavior,14,-0.74,2.06,2.56,0.24,0.12,0.16
4009,4010,tackle,tackle,identity,1,-0.72,0.48,1.57,0.2,0.17,0.15
4010,4011,tackle_football,tackle football,identity,2,-0.25,0.69,2.12,0.21,0.15,0.14
4011,4012,tactful,tactful,modifier,17,2.64,2.02,-0.83,0.21,0.14,0.14
4012,4013,tactless,tactless,modifier,9,-1.65,-1.17,0.64,0.21,0.17,0.16
4013,4014,tag_after,tags after,behavior,2,0.13,0.77,0.62,0.17,0.08,0.13
4014,4015,tagore_songster,tagore songster,identity,2,-0.15,-0.1,0.45,0.16,0.15,0.11
4015,4016,tailor,tailor,identity,13,1.23,-0.01,-0.63,0.14,0.13,0.11
4016,4017,take_hold_of,takes hold of,behavior,3,0.41,2.06,0.46,0.22,0.09,0.09
4017,4018,take_initiative_for,takes initiative for,behavior,2,1.57,1.97,0.44,0.17,0.09,0.11
4018,4019,take_into_custody,takes into custody,behavior,1,-0.05,1.92,0.39,0.22,0.08,0.1
4019,4020,take_liability_for,takes liability for,behavior,2,0.01,1.31,-0.1,0.19,0.08,0.12
4020,4021,take_responsibility_for,takes responsibility for,behavior,3,1.26,2.02,0.11,0.18,0.08,0.11
4021,4022,taken_aback,taken aback,modifier,2,-1.01,-0.28,-0.34,0.26,0.15,0.15
4022,4023,taking_astep_back,takes a step back,behavior,1,-0.51,1.09,0.18,0.24,0.09,0.09
4023,4024,taking_astep_forward,takes a step forward,behavior,1,0.06,1.4,0.62,0.35,0.13,0.11
4024,4025,taking_astep_sideways,taking a step sideways,behavior,1,-0.6,0.86,0.6,0.25,0.11,0.1
4025,4026,talented,talented,modifier,11,3.12,2.78,1.42,0.27,0.17,0.15
4026,4027,talented_woman,talented woman,identity,1,1.91,1.37,0.75,0.15,0.12,0.1
4027,4028,talk_down_to,talks down to,behavior,9,0.14,0.91,0.7,0.22,0.08,0.11
4028,4029,talk_shop_with,talks shop with,behavior,6,2.14,1.69,1.06,0.21,0.08,0.09
4029,4030,talk_to,talks to,behavior,19,2.07,1.48,1.29,0.21,0.08,0.09
4030,4031,talkative,talkative,modifier,11,0.5,0.9,2.56,0.22,0.13,0.21
4031,4032,tantalize,tantalizes,behavior,10,-0.71,0.64,0.44,0.18,0.07,0.09
4032,4033,tap,taps,behavior,3,0.55,0.95,0.57,0.18,0.09,0.12
4033,4034,target,target,identity,1,-0.24,-0.01,-0.07,0.29,0.2,0.16
4034,4035,tattoo,tattoos,behavior,1,-1.03,1.22,0.36,0.25,0.09,0.12
4035,4036,taunt,taunts,behavior,11,-2.08,0.29,1.31,0.19,0.08,0.11
4036,4037,tax_collector,tax collector,identity,1,-0.16,1.32,-0.09,0.19,0.13,0.14
4037,4038,tax_preparer,tax preparer,identity,6,0.58,1.04,-0.65,0.13,0.14,0.09
4038,4039,taxi_driver,taxi driver,identity,15,0.7,-0.32,1.59,0.13,0.13,0.13
4039,4040,taxpayer,taxpayer,identity,14,1.17,-0.33,-0.06,0.13,0.14,0.09
4040,4041,teach,teaches,behavior,18,2.75,2.71,0.23,0.24,0.13,0.1
4041,4042,teacher,teacher,identity,20,2.34,1.81,0.47,0.17,0.2,0.08
4042,4043,teacher_elementary,teacher elementary,identity,1,2.41,1.65,0.6,0.19,0.25,0.09
4043,4044,teacher_handicapped,teacher handicapped,identity,1,1.99,1.11,0.03,0.37,0.59,0.25
4044,4045,teacher_head,teacher head,identity,1,2.13,1.88,0.56,0.25,0.22,0.11
4045,4046,teacher_jr._high,teacher jr. high,identity,1,2.14,1.23,0.86,0.28,0.35,0.24
4046,4047,teacher_kindergarten,teacher kindergarten,identity,1,2.46,1.37,0.54,0.16,0.24,0.08
4047,4048,teacher_nursery_school,teacher nursery school,identity,1,2.49,1.37,0.51,0.2,0.23,0.09
4048,4049,teacher_of_blind,teacher of blind,identity,1,1.87,0.96,-0.33,0.58,0.89,0.53
4049,4050,teacher_of_deaf,teacher of deaf,identity,2,1.82,1.13,0.01,0.54,0.72,0.28
4050,4051,teachers_pet,teachers pet,identity,1,2.14,1.09,0.22,0.26,0.43,0.17
4051,4052,team_leader,team leader,identity,2,2.13,2.67,1.78,0.18,0.19,0.14
4052,4053,team_member,team member,identity,1,1.86,1.63,1.46,0.16,0.15,0.11
4053,4054,team_spirited,team spirited,modifier,7,2.26,1.95,2.24,0.23,0.15,0.19
4054,4055,team_with,teams with,behavior,1,1.24,1.44,1.21,0.17,0.08,0.11
4055,4056,teammate,teammate,identity,19,2.55,2.16,1.67,0.19,0.14,0.12
4056,4057,tease,teases,behavior,14,-1.97,0.33,1.15,0.18,0.09,0.1
4057,4058,tease,tease,identity,13,-1.3,0.25,0.84,0.19,0.15,0.13
4058,4059,technically_incompetent,technically incompetent,modifier,1,-1.3,-1.23,-0.98,0.42,0.35,0.14
4059,4060,technically_knowledgeable,technically knowledgeable,modifier,1,2.34,2.21,-0.05,0.24,0.23,0.13
4060,4061,technician,technician,identity,12,1.64,1.01,0.44,0.14,0.18,0.09
4061,4062,teenager,teenager,identity,12,0.41,-0.71,1.81,0.16,0.15,0.13
4062,4063,teenager_female,teenager female,identity,2,0.79,-0.68,1.61,0.16,0.22,0.2
4063,4064,teenager_lovely,teenager lovely,identity,1,0.67,-0.86,1.71,0.16,0.15,0.16
4064,4065,teenager_male,teenager male,identity,2,0.58,-0.47,1.67,0.15,0.29,0.17
4065,4066,teenybopper,teenybopper,identity,3,-1.26,-2.01,-0.28,0.16,0.21,0.2
4066,4067,teetotaler,teetotaler,identity,11,-0.31,-0.47,0.06,0.17,0.13,0.1
4067,4068,telemarketer,telemarketer,identity,7,-1.73,-1.51,1.61,0.19,0.21,0.13
4068,4069,telephone_installer,telephone installer,identity,6,0.8,-0.13,0.01,0.15,0.12,0.08
4069,4070,telephone_operator,telephone operator,identity,11,0.44,-0.16,0.52,0.16,0.13,0.09
4070,4071,telephone_solicitor,telephone solicitor,identity,1,0.94,0.43,0.12,0.16,0.14,0.12
4071,4072,televangelist,televangelist,identity,1,0.35,0.84,0.05,0.3,0.16,0.15
4072,4073,tell_off,tells off,behavior,10,0.65,1.9,0.88,0.2,0.09,0.1
4073,4074,tell_on,tells on,behavior,1,1.08,1.63,0.75,0.19,0.07,0.09
4074,4075,tell_something_to,tells something to,behavior,5,2.06,1.93,0.36,0.19,0.08,0.09
4075,4076,temperamental,temperamental,modifier,14,-0.34,0.11,-0.07,0.27,0.16,0.13
4076,4077,temporary_worker,temporary worker,identity,15,0.53,-1.28,-0.22,0.15,0.18,0.11
4077,4078,tempt,tempts,behavior,12,-0.96,1.14,0.21,0.17,0.07,0.1
4078,4079,tenacious,tenacious,modifier,2,0.32,0.87,0.72,0.26,0.15,0.13
4079,4080,tenant,tenant,identity,16,0.63,-0.67,-0.05,0.14,0.15,0.1
4080,4081,tennis_player,tennis player,identity,2,0.98,0.89,1.67,0.13,0.12,0.14
4081,4082,tense,tense,modifier,9,-1.69,-0.18,-0.18,0.23,0.13,0.13
4082,4083,terminating_major_agreements,terminates major agreements,behavior,1,-0.47,1.8,0.63,0.26,0.08,0.09
4083,4084,terrified,terrified,modifier,13,-2.43,-0.7,0.96,0.22,0.15,0.14
4084,4085,terrorist,terrorist,identity,14,-2.21,0.52,1.6,0.23,0.14,0.13
4085,4086,terrorize,terrorizes,behavior,13,-3.05,1.78,1.22,0.35,0.1,0.11
4086,4087,test,tests,behavior,13,0.4,1.24,0.02,0.16,0.07,0.11
4087,4088,testify_against,testifies against,behavior,1,0.84,1.45,0.77,0.15,0.07,0.09
4088,4089,textile_dyer,textile dyer,identity,1,0.34,-0.82,0.09,0.14,0.13,0.11
4089,4090,textile_spinner,textile spinner,identity,1,0.15,-0.5,-0.25,0.18,0.14,0.09
4090,4091,textile_worker,textile worker,identity,12,0.69,-0.77,0.14,0.12,0.13,0.09
4091,4092,thank,thanks,behavior,20,3.31,2.46,0.21,0.26,0.11,0.1
4092,4093,thankful,thankful,modifier,11,3.27,2.44,-0.48,0.2,0.13,0.14
4093,4094,thanking_for_aid,thanks for aid,behavior,1,3.13,2.19,0.36,0.31,0.12,0.1
4094,4095,that_kid,that kid,identity,1,0.43,-1.17,1.39,0.26,0.21,0.18
4095,4096,that_s.o.b.,that s.o.b.,identity,1,0.42,0.27,0.29,0.31,0.4,0.28
4096,4097,the_devil,the devil,identity,1,-2.38,1,0.57,0.35,0.26,0.12
4097,4098,the_press,the press,identity,1,0.34,0.99,0.83,0.22,0.23,0.16
4098,4099,the_queen,the queen,identity,1,0.86,1.3,0.53,0.25,0.24,0.13
4099,4100,the_u.s._congress,the u.s. congress,identity,1,0.8,1.53,0.54,0.17,0.23,0.11
4100,4101,the_u.s._government,the u.s. government,identity,1,0.88,1.65,0.71,0.17,0.18,0.12
4101,4102,the_u.s._president,the u.s. president,identity,1,0.92,2.12,0.92,0.15,0.18,0.13
4102,4103,theater_worker,theater worker,identity,2,1.26,-0.02,1.02,0.13,0.12,0.15
4103,4104,theologian,theologian,identity,1,1.87,1.91,-0.22,0.14,0.13,0.09
4104,4105,theoretical,theoretical,modifier,1,0.93,0.78,-0.38,0.24,0.16,0.13
4105,4106,thief,thief,identity,14,-3.03,-0.2,-0.6,0.27,0.15,0.15
4106,4107,third_party,third party,identity,1,0.06,0.45,0.5,0.15,0.13,0.11
4107,4108,thoughtful,thoughtful,modifier,9,3.12,2.51,-0.71,0.23,0.16,0.14
4108,4109,thoughtless,thoughtless,modifier,14,-2.56,-1.18,-0.46,0.19,0.13,0.14
4109,4110,thrash,thrashes,behavior,2,-2.27,1.2,1.78,0.26,0.09,0.12
4110,4111,threaten,threaten,behavior,20,-2.18,1.27,1.89,0.26,0.08,0.13
4111,4112,threatening_strikes,threatens strikes,behavior,1,-2.45,1.46,1.93,0.27,0.08,0.11
4112,4113,thrill,thrills,behavior,9,2.05,2.15,2.39,0.27,0.11,0.18
4113,4114,thrilled,thrilled,modifier,15,3.24,2.53,1.43,0.25,0.15,0.14
4114,4115,throttle,throttles,behavior,2,-2.69,1.42,1.69,0.26,0.1,0.12
4115,4116,throwing,throws,behavior,1,-1.69,1.26,1.35,0.24,0.08,0.11
4116,4117,thug,thug,identity,17,-2.81,-0.12,1.08,0.24,0.23,0.11
4117,4118,thwart,thwarts,behavior,2,-1.04,1.27,0.4,0.17,0.07,0.08
4118,4119,tibetan,tibetan,identity,1,0.67,-0.11,-0.62,0.13,0.16,0.12
4119,4120,ticket_taker,ticket taker,identity,6,-0.7,-0.1,0.16,0.2,0.14,0.11
4120,4121,tickle,tickles,behavior,19,1.02,1.46,2.13,0.18,0.08,0.13
4121,4122,tickling,tickling,behavior,1,-0.08,1.18,2.18,0.21,0.08,0.16
4122,4123,tie_up,ties up,behavior,1,-1.95,1.57,0.46,0.25,0.08,0.12
4123,4124,tightlipped,tightlipped,modifier,1,-1.08,-0.49,-0.68,0.18,0.14,0.13
4124,4125,tightwad,tightwad,identity,3,-1.05,-1.03,0.57,0.18,0.17,0.12
4125,4126,tilting_ones_head,tilts ones head,behavior,1,-0.26,0.69,-0.08,0.2,0.08,0.1
4126,4127,timid,timid,modifier,15,-1.2,-1.91,-1.89,0.17,0.19,0.17
4127,4128,tip,tips,behavior,11,2.87,2.13,-0.03,0.22,0.1,0.09
4128,4129,tire,tires,behavior,1,-1.73,0.34,0.13,0.19,0.1,0.11
4129,4130,tired,tired,modifier,12,-1.6,-1.2,-2.22,0.2,0.17,0.2
4130,4131,titilated,titilated,modifier,1,-2.43,-0.54,-0.04,0.25,0.14,0.13
4131,4132,titillate,titillates,behavior,9,0.63,1.2,1.13,0.17,0.08,0.09
4132,4133,to_analyze_something,analyzes something,behavior,1,0.76,1.15,-0.6,0.19,0.08,0.11
4133,4134,to_be_companion,to be companion,identity,1,2.45,1.16,-0.07,0.21,0.21,0.11
4134,4135,to_coerce_someone,coerces,behavior,1,-0.8,1.75,0.41,0.18,0.06,0.08
4135,4136,to_control_someone,controls,behavior,1,-1.35,2.2,0.15,0.32,0.1,0.13
4136,4137,to_defend_something,defends something,behavior,1,2.58,2.7,1.36,0.25,0.11,0.1
4137,4138,to_empower_someone,empowers,behavior,1,2.16,2.57,0.76,0.22,0.12,0.08
4138,4139,to_endorse_someone,endorses,behavior,1,0.88,1.46,0.62,0.17,0.07,0.08
4139,4140,to_favor_someone,favors,behavior,1,0.74,1.26,0.22,0.16,0.06,0.09
4140,4141,to_oppose_someone,opposes,behavior,1,-0.89,1.27,0.85,0.2,0.07,0.1
4141,4142,to_oppress_someone,oppresses,behavior,1,-2.74,1.95,0.24,0.28,0.09,0.1
